,item_id,question,q_id,iter,a_id,a
269,9,Why?,1,14,1," Because it would be the lesser of two evils. Although it is technically taking a life, it is saving five innocent people from being sacrificed."
270,9,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:James is hiking through a foreign land when he comes across a remote 
 village. James learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  James, who has some medical training, realizes that he can prevent the sacrifice of the five villagers if he secretly poisons the one villager.  If James poisons the one, the one will be dead by sunrise, and the five will not be sacrificed.  If James does not poison the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Poisoning the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,15,0,"
4"
271,9,Why?,1,15,1,"

Poisoning the one villager is the only way to save the five other innocent villagers from being sacrificed. James' actions are permissible because they result in the greater good."
272,9,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:James is hiking through a foreign land when he comes across a remote 
 village. James learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  James, who has some medical training, realizes that he can prevent the sacrifice of the five villagers if he secretly poisons the one villager.  If James poisons the one, the one will be dead by sunrise, and the five will not be sacrificed.  If James does not poison the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Poisoning the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,16,0,"
4"
273,9,Why?,1,16,1, Because it is the only way to save the lives of the five villagers.
274,9,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:James is hiking through a foreign land when he comes across a remote 
 village. James learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  James, who has some medical training, realizes that he can prevent the sacrifice of the five villagers if he secretly poisons the one villager.  If James poisons the one, the one will be dead by sunrise, and the five will not be sacrificed.  If James does not poison the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Poisoning the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,17,0,"
7"
275,9,Why?,1,17,1, Because five people will be killed if James does not act.
276,9,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:James is hiking through a foreign land when he comes across a remote 
 village. James learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  James, who has some medical training, realizes that he can prevent the sacrifice of the five villagers if he secretly poisons the one villager.  If James poisons the one, the one will be dead by sunrise, and the five will not be sacrificed.  If James does not poison the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Poisoning the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,18,0,"
4"
277,9,Why?,1,18,1,"

Poisoning the one villager is the only way to save the five others, so it is permissible."
278,9,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:James is hiking through a foreign land when he comes across a remote 
 village. James learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  James, who has some medical training, realizes that he can prevent the sacrifice of the five villagers if he secretly poisons the one villager.  If James poisons the one, the one will be dead by sunrise, and the five will not be sacrificed.  If James does not poison the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Poisoning the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,19,0,"
4"
279,9,Why?,1,19,1,"

The reason that poisoning the one is permissible is because it is the only way to save the five other villagers. Although it will result in the death of the one villager, it is the lesser of two evils and will ultimately save five lives."
280,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,0,0,"
1"
281,10,Why?,1,0,1, Because it results in the death of five people.
282,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,1,0,"
1"
283,10,Why?,1,1,1, Because it would be the direct cause of death for five people.
284,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,2,0,"
4"
285,10,Why?,1,2,1, Because Robert is not responsible for the five villagers being sacrificed; he is only responsible for the one.
286,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,3,0,"
1"
287,10,Why?,1,3,1," If Robert withholds the antidote, the one villager will die but the five others will be saved. If Robert provides the antidote, the one villager will be saved but the five others will die. In this case, it is better for one person to die than for five people to die."
288,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,4,0,"
1"
289,10,Why?,1,4,1, Because it would be equivalent to murder to withhold the antidote from the one villager.
290,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,5,0,"
1"
291,10,Why?,1,5,1,"

Because if Robert withholds the antidote, the one villager will die, but the five other innocent villagers will not be sacrificed. Providing the antidote to the one villager will result in the five innocent villagers being sacrificed, which is much worse."
292,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,6,0,"
1"
293,10,Why?,1,6,1," Because if you have the ability to save someone's life, you are morally obligated to do so."
294,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,7,0,"
1"
295,10,Why?,1,7,1, Because it would be actively killing an innocent person.
296,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,8,0,"
1"
297,10,Why?,1,8,1,"

Withholding the antidote from the one villager is tantamount to murder, and is therefore forbidden."
298,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,9,0,"
1"
299,10,Why?,1,9,1,"

The answer is 1 on the scale because it is forbidden to withhold the antidote from the one villager. If Robert withholds the antidote, the one villager will die and the five others will be sacrificed, which is clearly worse than if he had provided the antidote."
300,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,10,0,"
1"
301,10,Why?,1,10,1, Because it is forbidden to withhold the antidote from the one villager.
302,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,11,0,"
1"
303,10,Why?,1,11,1," Because if he does not provide the antidote, one person will die, but if he does provide the antidote, five people will die. So from a utilitarian perspective, it is better for Robert to withhold the antidote and let one person die instead of five."
304,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,12,0,"
1"
305,10,Why?,1,12,1," Robert is withholding the antidote from the one villager in order to save five other innocent villagers. This is an example of the ""greater good"" principle."
306,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,13,0,"
1"
307,10,Why?,1,13,1," Because if Robert withholds the antidote, only one person will die, whereas if he provides it, five people will die."
308,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,14,0,"
1"
309,10,Why?,1,14,1," Because if Robert withholds the antidote, the one will die but the five will be saved. If Robert provides the antidote, the one will be saved but the five will die. In this case, it is better for Robert to withhold the antidote and allow the one to die in order to save the five."
310,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,15,0,"
1"
311,10,Why?,1,15,1,"

Robert is withholding the antidote from the one villager in order to save the five other villagers. However, this is not permissible because it means that the one villager will die."
312,10,"Question:  Adam is driving his motorboat when he notices five swimmers drowning in 
 the distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers.  If Adam does not accelerate quickly, the five swimmers will drown. Accelerating quickly is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
Answer: 4


Question:Robert is hiking through a foreign land when he comes across a remote 
 village. Robert learns that one of the villagers fell into a cursed pond but, contrary to local superstition, did not die.  If the one villager does not die by sunrise, five other innocent and unwilling villagers will be sacrificed to the gods to thank them for sparing the one.  Robert, who has some medical training, notices that the one has consumed a poisonous substance.  Robert can secretly administer the antidote to the one villager. If Robert withholds the antidote from the one, the one will die by sunrise, and the five will not be sacrificed. If Robert does provide the antidote to the one, the one will not be dead by sunrise, and the five will be sacrificed as planned. Not providing the antidote to the one is…
            
 Answer from a scale  of 1 to 7 where 1 is labeled ""Forbidden"", 4 is labeled ""Permissible"", and 7 is labeled ""Obligatory"".
            
 Answer:
",0,16,0,"
1"
313,10,Why?,1,16,1, Because it would be equivalent to murder to withhold the antidote and allow the one villager to die.
