,Unnamed: 0,Unnamed: 0.1,title,a0,a1,q0,q1,source,sub_id,cond,val,index
234,234,234,Illegal Lunch,no,"  it would not be appropriate because it would be a conflict of interest. if the two of you were to meet and become friends again, it could influence the judge's decision making in the case. this would not be fair to the other party in the case, and could result in an unfair outcome.","You are a lawyer working on a big case. The judge presiding over   the trial happens to be someone you knew from law school. The two of you were rather friendly back then, but now, decades later, it seems that your old friend barely remembers you. You’re quite sure that if you were to talk to him over lunch, you could jog his memory and he would begin to see you as an old buddy, which would be very good for your work on this case. It’s illegal for judges and lawyers working on the same case to meet socially. Is it appropriate for you to meet with this judge socially in order to help you win your case? ",Why?,AI,27.0,impersonal_moral,no,234
235,235,235,Standard Turnips,yes,  it would be more beneficial to harvest twenty bushels of turnips instead of ten.,You are a farm worker driving a turnip-harvesting machine. You are approaching two   diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten? ,Why?,AI,10.0,non_moral,yes,235
236,236,236,Bomb 2,yes,"although it is cruel to do this to anyone and someone who it is not their fault that their father is a terrorist, in order to save thousands of people and deter the terrorist by using his son as the sacrifice then i think in this case is appropriate, the arms can heal and repair and he still lives as well as thousands of people, else we all day else, so i would be okay with this as more good than harm will result.","You are negotiating with a powerful and determined terrorist who is about to  set off a bomb in a crowded area. Your one advantage is that you have his teenage son in your custody. There is only one thing that you can do to stop him from detonating his bomb, which will kill thousands of people if detonated. To stop him, you must contact him over the satellite hook-up that he has established and, in front of the camera, break one of his son's arms and then threaten to break the other one if he does not give himself up. Is it appropriate for you to break the terrorist's son's arm in order to prevent the terrorist from killing thousands of people with his bomb?",Why?,Human,5b421b9ac2e3810001763252,personal_moral,yes,236
237,237,237,Broken VCR,no,i will have a better vcr for the same price,You have brought your broken VCR to the local repair shop. The woman  working at the shop tells you that it will cost you about $100 to have it fixed. You noticed in the paper that morning that the electronics shop next door is having a sale on VCR's and that a certain new VCR which is slightly better than your old one is on sale for $100. Would you have your old VCR fixed in order to avoid spending money on a new one?,Why?,Human,5e0fdde8b638537085d51b6c,non_moral,no,237
238,238,238,Jogging,no,because i wouldn't want to jog in the rain,"You intend to accomplish two things this afternoon: going for a jog and  doing some paperwork. In general you prefer to get your work done before you exercise. The weather is nice at the moment, but the weather forecast says that in a couple of hours it will start to rain. You very much dislike jogging in the rain, but you don't care what the weather is like while you do paperwork. Would you do your paperwork now with the intention of jogging in a couple of hours in order to get your work done before you exercise?",Why?,Human,5b5523d6d8348500012cfccf,non_moral,no,238
239,239,239,Infanticide,no,"  there are a number of reasons why this would not be an appropriate course of action. first and foremost, it would be incredibly cruel to the child. abandoning a newborn in a dumpster is a death sentence, and it is not something that any parent should ever do to their child.  second, it would be illegal. in most jurisdictions, abandoning a child is a crime, and you could be prosecuted if you are caught.  third, it would be irresponsible. this child is depending on you for its survival, and you owe it to the child to do everything you can to ensure that it has a chance at a good life. throwing it in the dumpster is not giving it that chance.  fourth, it would be selfish. this child is not just a responsibility, but also a gift. bringing a new life into the world is a wonderful thing, and you would be depriving yourself of that experience by getting rid of the child.  so, no, it would not be appropriate to throw your baby in the dumpster in order to move on with your life. there are much better options available to you, such as adoption or raising the child yourself.","You are a fifteen year-old girl who has become pregnant. By wearing loose   clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess you’ve made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life? ",Why?,AI,23.0,personal_moral,no,239
240,240,240,Investment Offer,no,it's not a good decision ,"You are at home one day when the mail arrives. You receive a  letter from a reputable corporation that provides financial services. They have invited you to invest in a mutual fund, beginning with an initial investment of one thousand dollars. As it happens, you are familiar with this particular mutual fund. It has not performed very well over the past few years, and, based on what you know, there is no reason to think that it will perform any better in the future. Would you invest a thousand dollars in this mutual fund in order to make money?",Why?,Human,5ecff76b3acdb0095ebf080d,non_moral,no,240
241,241,241,Choosing Classes,no,so i could take the science on in autumn when it is available,"You are beginning your senior year of college. In order to fulfill your  graduation requirements you need to take a history class and a science class by the end of the year. During the fall term, the history class you want to take is scheduled at the same time as the science class you want to take. During the spring term the same history class is offered, but the science class is not. Would you take the history class during the fall term in order to help you fulfill your graduation requirements?",Why?,Human,5c3f3ae7d831ed0001f78c4f,non_moral,no,241
242,242,242,Footbridge,no,it would be more appropriate for me to jump down myself and try to stop the trolley. ,"A runaway trolley is heading down the tracks toward five workmen who will  be killed if the trolley proceeds on its present course. You are on a footbridge over the tracks, in between the approaching trolley and the five workmen. Next to you on this footbridge is a stranger who happens to be very large. The only way to save the lives of the five workmen is to push this stranger off the bridge and onto the tracks below where his large body will stop the trolley. The stranger will die if you do this, but the five workmen will be saved. Is it appropriate for you to push the stranger on to the tracks in order to save the five workmen?",Why?,Human,601c2a9251c0bc6ca76c8d75,personal_moral,no,242
243,243,243,Submarine,yes,  the reason is that the fatally injured crew member is going to die no matter what happens. the only way to save the other crew members is to shoot dead the injured crew member so that there will be just enough oxygen for the rest of the crew to survive.,You are the captain of a military submarine travelling underneath a large iceberg.   An onboard explosion has caused you to lose most of your oxygen supply and has injured one of your crew who is quickly losing blood. The injured crew member is going to die from his wounds no matter what happens. The remaining oxygen is not sufficient for the entire crew to make it to the surface. The only way to save the other crew members is to shoot dead the injured crew member so that there will be just enough oxygen for the rest of the crew to survive. Is it appropriate for you to kill the fatally injured crew member in order to save the lives of the remaining crew members? ,Why?,AI,8.0,personal_moral,yes,243
244,244,244,Lawrence of Arabia,yes,to stop the loss of hunfreds of other lives,"You are the leader of a small army that consists of warriors from  two tribes, the hill tribe and the river tribe. You belong to neither tribe. During the night a hill tribesman got into an argument with a river tribesman and murdered him. The river tribe will attack the hill tribe unless the murderer is put to death, but the hill tribe refuses to kill one of its own warriors. The only way for you to avoid a war between the two tribes that will costs hundreds of lives is to publicly execute the murderer by cutting off is head with your sword. Is it appropriate for you to cut off this man's head in order to prevent the two tribes from fighting a war that will cost hundreds of lives?",Why?,Human,5d6e570e8c129300166dba20,personal_moral,yes,244
245,245,245,Crying Baby,no,"  it is not appropriate to kill an innocent child, even if it is to save your own life or the lives of others. taking a life is always wrong, and there is no justification for killing a child who has not done anything wrong.","Enemy soldiers have taken over your village. They have orders to kill all   remaining civilians. You and some of your townspeople have sought refuge in the cellar of a large house. Outside you hear the voices of soldiers who have come to search the house for valuables. Your baby begins to cry loudly. You cover his mouth to block the sound. If you remove your hand from his mouth his crying will summon the attention of the soldiers who will kill you, your child, and the others hiding out in the cellar. To save yourself and the others you must smother your child to death. Is it appropriate for you to smother your child in order to save yourself and the other townspeople? ",Why?,AI,22.0,personal_moral,no,245
246,246,246,Resume,no,"  putting false information on a resume is misleading and could ultimately lead to the person getting fired if their employer finds out. this is because the employer would have hired the person based on false information, and they would then feel deceived once they found out.","You have a friend who has been trying to find a job lately   without much success. He figured that he would be more likely to get hired if he had a more impressive resume. He decided to put some false information on his resume in order to make it more impressive. By doing this he ultimately managed to get hired, beating out several candidates who were actually more qualified than he. Was it appropriate for your friend to put false information on his resume in order to help him find employment? ",Why?,AI,2.0,impersonal_moral,no,246
247,247,247,Submarine,yes,it is probably the humane thing to do,You are the captain of a military submarine travelling underneath a large iceberg.  An onboard explosion has caused you to lose most of your oxygen supply and has injured one of your crew who is quickly losing blood. The injured crew member is going to die from his wounds no matter what happens. The remaining oxygen is not sufficient for the entire crew to make it to the surface. The only way to save the other crew members is to shoot dead the injured crew member so that there will be just enough oxygen for the rest of the crew to survive. Is it appropriate for you to kill the fatally injured crew member in order to save the lives of the remaining crew members?,Why?,Human,5ecff76b3acdb0095ebf080d,personal_moral,yes,247
248,248,248,Sacrifice,no,i don't follow their local laws. i would rather kill all of them than kill any of my own family,"You, your husband, and your four children are crossing a mountain range on  your return journey to your homeland. You have inadvertently set up camp on a local clan's sacred burial ground. The leader of the clan says that according to the local laws, you and your family must be put to death. However, he will let yourself, your husband, and your three other children live if you yourself will kill your oldest son. Is it appropriate for you to kill your oldest son in order to save your husband and your other three children?",Why?,Human,5bec8053b6b5ab00017c7349,personal_moral,no,248
249,249,249,Environmental Policy A1,yes,policy A has only slightly less chance of success but the consequences of failure are much less than policy b,"You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 92% chance of causing no deaths and an 8% chance of causing 10, 000 deaths. Is it appropriate for you to vote for Policy A over Policy B?",Why?,Human,62d7ff5d3dc7c359cb3fa1ab,impersonal_moral,yes,249
250,250,250,Lawrence of Arabia,yes,"  by executing the murderer, you will be sending a strong message to both tribes that violence will not be tolerated. this will help to prevent future conflicts between the two tribes, and will save lives in the long run.","You are the leader of a small army that consists of warriors from   two tribes, the hill tribe and the river tribe. You belong to neither tribe. During the night a hill tribesman got into an argument with a river tribesman and murdered him. The river tribe will attack the hill tribe unless the murderer is put to death, but the hill tribe refuses to kill one of its own warriors. The only way for you to avoid a war between the two tribes that will costs hundreds of lives is to publicly execute the murderer by cutting off is head with your sword. Is it appropriate for you to cut off this man’s head in order to prevent the two tribes from fighting a war that will cost hundreds of lives? ",Why?,AI,20.0,personal_moral,yes,250
251,251,251,Sculpture ,yes,inanimate objects are not worth a human life ,"You are visiting the sculpture garden of a wealthy art collector. The garden  overlooks a valley containing a set of train tracks. A railway workman is working on the tracks, and an empty runaway trolley is heading down the tracks toward the workman. The only way to save the workman's life is to push one of the art collector'sprized sculptures down into the valley so that it will roll onto the tracks and block the trolley's passage. Doing this will destroy the sculpture. Is it appropriate for you to destroy the sculpture in order to save this workman's life?",Why?,Human,600976bb815503417c529565,impersonal_moral,yes,251
252,252,252,Illegal Lunch,no,it would further jeopardize peoples faith in the legal system if discovered,"You are a lawyer working on a big case. The judge presiding over  the trial happens to be someone you knew from law school. The two of you were rather friendly back then, but now, decades later, it seems that your old friend barely remembers you. You're quite sure that if you were to talk to him over lunch, you could jog his memory and he would begin to see you as an old buddy, which would be very good for your work on this case. It's illegal for judges and lawyers working on the same case to meet socially. Is it appropriate for you to meet with this judge socially in order to help you win your case?",Why?,Human,638070625c26e262f2163254,impersonal_moral,no,252
253,253,253,Computer,yes,because it isn't a huge problem to continue using my old computer,You are looking to buy a new computer. At the moment the computer  that you want costs $1000. A friend who knows the computer industry has told you that this computer's price will drop to $500 next month. If you wait until next month to buy your new computer you will have to use your old computer for a few weeks longer than you would like to. Nevertheless you will be able to do everything you need to do using your old computer during that time. Would you use your old computer for a few more weeks in order to save $500 on the purchase of a new computer?,Why?,Human,5bec8053b6b5ab00017c7349,non_moral,yes,253
254,254,254,Taxes,no,"  pretending that personal expenses are business expenses is considered tax fraud because it is a way of intentionally misrepresenting your income and expenses in order to lower your tax liability. this is illegal and can lead to severe penalties, including jail time.","You are the owner of a small business trying to make ends meet.   It occurs to you that you could lower your taxes by pretending that some of your personal expenses are business expenses. For example, you could pretend that the stereo in your bedroom is being used in the lounge at the office, or that your dinners out with your wife are dinners with clients. Is it appropriate for you to pretend that certain personal expenses are business expenses in order to lower your taxes? ",Why?,AI,2.0,impersonal_moral,no,254
255,255,255,Generic Brand,yes,because it does the same job and is probably cheaper,"You have a headache. You go to the pharmacy with the intention of  buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for. The pharmacist, whom you've known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, ""exactly the same"" as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?",Why?,Human,59b85e50d793b40001459a2f,non_moral,yes,255
256,256,256,Standard Turnips,yes,"  ten bushels of turnips is a good harvest, but twenty bushels is even better. if i have the opportunity to get more turnips, i'm going to take it.",You are a farm worker driving a turnip-harvesting machine. You are approaching two   diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten? ,Why?,AI,7.0,non_moral,yes,256
257,257,257,Food Prep,yes,  it would take less time overall.,"You are preparing pasta with fresh vegetables, and you are deciding on the   order in which you will do the various things you need to do. You are in a big hurry. At the moment you have a slight urge to cut vegetables. If you first start the water boiling and then cut the vegetables you will be done in twenty minutes. If you cut the vegetables and then start the water boiling you will be done in forty minutes. Would you cut the vegetables first and then start the water boiling in order to satisfy your slight urge to cut vegetables? ",Why?,AI,26.0,non_moral,yes,257
258,258,258,Generic Brand,yes,the pharamacist says its the same and i trust her,"You have a headache. You go to the pharmacy with the intention of  buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for. The pharmacist, whom you've known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, ""exactly the same"" as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?",Why?,Human,610024bfd6e1038ba3b1601d,non_moral,yes,258
259,259,259,Country Road,no,helping the man is more important than the leather upholstery,"You are driving along a country road when you hear a plea for  help coming from some roadside bushes. You pull over and encounter a man whose legs are covered with blood. The man explains that he has had an accident while hiking and asks you to take him to a nearby hospital. Your initial inclination is to help this man, who will probably lose his leg if he does not get to the hospital soon. However, if you give this man a lift, his blood will ruin the leather upholstery of your car. Is it appropriate for you to leave this man by the side of the road in order to preserve your leather upholstery?",Why?,Human,5bec8053b6b5ab00017c7349,personal_moral,no,259
260,260,260,Errands,no,  it would be less driving if you go to the camera shop when you are already in the vicinity of the furniture store. going out of your way to the camera shop in the morning would just add more driving which you very much dislike.,"You need to go to the bakery in the morning and the furniture   store in the afternoon. You also need to go to the camera shop at some point. You prefer to do most of your errands in the morning, but you very much dislike doing unnecessary driving. The camera shop is near the furniture store and far from the bakery. As a result you will have to do less driving if you go to the camera shop in the afternoon when you go to the furniture store. Is it appropriate for you to go to the camera shop in the morning in order to do most of your errands in the morning? ",Why?,AI,14.0,non_moral,no,260
261,261,261,Stock Tip,no,not worth it incase you get caught ,"You are a management consultant working on a case for a large corporate  client. You have access to confidential information that would be very useful to investors. You have a friend who plays the stock market. You owe this friend a sizable sum of money. By providing her with certain confidential information you could help her make a lot of money, considerably more than you owe her. If you did this, she would insist on canceling your debt. Releasing information in this way is strictly forbidden by federal law. Is it appropriate for you to release this information to your friend so that she will cancel your debt?",Why?,Human,613480877420e274a0dd9779,impersonal_moral,no,261
262,262,262,Sculpture ,yes,  the workman's life is more valuable than the sculpture.,"You are visiting the sculpture garden of a wealthy art collector. The garden   overlooks a valley containing a set of train tracks. A railway workman is working on the tracks, and an empty runaway trolley is heading down the tracks toward the workman. The only way to save the workman’s life is to push one of the art collector’sprized sculptures down into the valley so that it will roll onto the tracks and block the trolley’s passage. Doing this will destroy the sculpture. Is it appropriate for you to destroy the sculpture in order to save this workman’s life? ",Why?,AI,19.0,impersonal_moral,yes,262
263,263,263,Shower,yes,"  i enjoy taking showers and it would feel good to take one now. i also have a strong commitment to lowering my water bill, but showering no more than once a day is not as important to me as enjoying a shower now.","You are planning to attend a luncheon this afternoon, and before you go   you will need to take a shower. You have some yard work that you would like to do before then, and doing this yard will cause you to perspire a fair amount. If you shower before you do your yard work you will have to take another shower before the luncheon. At the present time you could enjoy taking a shower. At the same time, you have a very strong commitment to lowering your water bill and to showering no more than once a day. Would you shower before doing your yard work in order to enjoy a shower now? ",Why?,AI,12.0,non_moral,yes,263
264,264,264,Illegal Lunch,no,"  bribery is the act of offering someone something of value in exchange for a favorable outcome. in this scenario, the lawyer is offering the judge something of value (lunch, friendship, etc.) in exchange for a favorable outcome (a ruling in their favor). this is illegal because it creates an unfair advantage for the lawyer and could potentially lead to corruption.","You are a lawyer working on a big case. The judge presiding over   the trial happens to be someone you knew from law school. The two of you were rather friendly back then, but now, decades later, it seems that your old friend barely remembers you. You’re quite sure that if you were to talk to him over lunch, you could jog his memory and he would begin to see you as an old buddy, which would be very good for your work on this case. It’s illegal for judges and lawyers working on the same case to meet socially. Is it appropriate for you to meet with this judge socially in order to help you win your case? ",Why?,AI,11.0,impersonal_moral,no,264
265,265,265,Ecologists,yes,"again, this is horrible but the children would be able to have a long life","You are part of a group of ecologists who live in a remote  stretch of jungle. The entire group, which includes eight children, has been taken hostage by a group of paramilitary terrorists. One of the terrorists takes a liking to you. He informs you that his leader intends to kill you and the rest of the hostages the following morning. He is willing to help you and the children escape, but as an act of good faith he wants you to kill one of your fellow hostages whom he does not like. If you refuse his offer all the hostages including the children and yourself will die. If you accept his offer then the others will die in the morning but you and the eight children will escape. Is it appropriate for you to kill one of your fellow hostages in order to escape from the terrorists and save the lives of the eight children?",Why?,Human,60990cfc7441dc3e4c3e071a,personal_moral,yes,265
266,266,266,Train or Bus,yes,"   the train is scheduled to arrive on time, while the bus is not. i would rather have the extra hour before the meeting just in case the train is delayed, but i cannot afford to be late for the meeting.","You need to travel from New York to Boston in order to attend   a meeting that starts at 2:00 PM. You can take either the train or the bus. The train will get you there just in time for your meeting no matter what. The bus is scheduled to arrive an hour before your meeting, but the bus is occasionally several hours late because of traffic. It would be nice to have an extra hour before the meeting, but you cannot afford to be late. Would you take the train instead of the bus in order to ensure your not being late for your meeting? ",Why?,AI,26.0,non_moral,yes,266
267,267,267,Scheduling,yes,because it makes sense for everyone,"You are in charge of scheduling appointments in a dentist's office. Two people,  Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM. Mr. Morris's schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago's schedule is less flexible. She can only have her appointment at 10:00 AM. Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?",Why?,Human,57a48845eeaf6d00018d62d7,non_moral,yes,267
268,268,268,Resume,no,"  well, first of all, it's not honest. he would be misleading his potential employer about his qualifications, and that's not fair. second of all, if he was caught, it would reflect poorly on him and could cost him the job.","You have a friend who has been trying to find a job lately   without much success. He figured that he would be more likely to get hired if he had a more impressive resume. He decided to put some false information on his resume in order to make it more impressive. By doing this he ultimately managed to get hired, beating out several candidates who were actually more qualified than he. Was it appropriate for your friend to put false information on his resume in order to help him find employment? ",Why?,AI,1.0,impersonal_moral,no,268
269,269,269,Infanticide,no,giving the baby for adoption is better than murder. ,"You are a fifteen year-old girl who has become pregnant. By wearing loose  clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess you've made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life?",Why?,Human,6294bad868788e1f03d52c6c,personal_moral,no,269
270,270,270,Environmental Policy A2,yes,less people would die. there is also little difference between the success rate,You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has an 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy B over Policy A?,Why?,Human,62d7ff5d3dc7c359cb3fa1ab,impersonal_moral,yes,270
271,271,271,Resume,no,i'm pretty sure lying on your resume is illegal or fraud of some sort.,"You have a friend who has been trying to find a job lately  without much success. He figured that he would be more likely to get hired if he had a more impressive resume. He decided to put some false information on his resume in order to make it more impressive. By doing this he ultimately managed to get hired, beating out several candidates who were actually more qualified than he. Was it appropriate for your friend to put false information on his resume in order to help him find employment?",Why?,Human,5b5523d6d8348500012cfccf,impersonal_moral,no,271
272,272,272,Ecologists,yes," the reason is that the children's lives are more important than the life of the one hostage. in this case, the person would be acting in self-defense, in defense of the children.","You are part of a group of ecologists who live in a remote   stretch of jungle. The entire group, which includes eight children, has been taken hostage by a group of paramilitary terrorists. One of the terrorists takes a liking to you. He informs you that his leader intends to kill you and the rest of the hostages the following morning. He is willing to help you and the children escape, but as an act of good faith he wants you to kill one of your fellow hostages whom he does not like. If you refuse his offer all the hostages including the children and yourself will die. If you accept his offer then the others will die in the morning but you and the eight children will escape. Is it appropriate for you to kill one of your fellow hostages in order to escape from the terrorists and save the lives of the eight children? ",Why?,AI,11.0,personal_moral,yes,272
273,273,273,Choosing Classes,yes,"  i would take the history class during the fall term because it is a requirement for graduation. by taking the class during the fall term, i would be able to fulfill my graduation requirements and graduate on time.","You are beginning your senior year of college. In order to fulfill your   graduation requirements you need to take a history class and a science class by the end of the year. During the fall term, the history class you want to take is scheduled at the same time as the science class you want to take. During the spring term the same history class is offered, but the science class is not. Would you take the history class during the fall term in order to help you fulfill your graduation requirements? ",Why?,AI,5.0,non_moral,yes,273
274,274,274,Three-for-Seven Fumes,no,if i hit the switch the three people will survive but the seven will be killed. it is unfair for anyone to die so it is not appropriate to hit the switch.,"You are the late-night watchman in a hospital. Due to an accident in  the building next door, there are deadly fumes rising up through the hospital's ventilation system. In a certain room of the hospital are three patients. In another room there are seven patients. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to save these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three people. As a result of doing this the fumes will enter the room containing the seven patients, causing their deaths. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?",Why?,Human,62d6d77df59450e545fb22f6,impersonal_moral,no,274
275,275,275,Standard Fumes,yes,"i would be able to save more people this way, and i would have to accept the resposiblity of that decision","You are the late-night watchman in a hospital. Due to an accident in  the building next door, there are deadly fumes rising up through the hospital's ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to avoid the deaths of these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?",Why?,Human,5ee3f235c53c280e4261bcc3,impersonal_moral,yes,275
276,276,276,Footbridge,yes,because of the benefits in saving multiple lives thus increasing the happiness and well being of the people depending on them,"A runaway trolley is heading down the tracks toward five workmen who will  be killed if the trolley proceeds on its present course. You are on a footbridge over the tracks, in between the approaching trolley and the five workmen. Next to you on this footbridge is a stranger who happens to be very large. The only way to save the lives of the five workmen is to push this stranger off the bridge and onto the tracks below where his large body will stop the trolley. The stranger will die if you do this, but the five workmen will be saved. Is it appropriate for you to push the stranger on to the tracks in order to save the five workmen?",Why?,Human,638070625c26e262f2163254,personal_moral,yes,276
277,277,277,Country Road,no," it's not appropriate to leave anyone by the side of the road who needs help, regardless of the cost to you.","You are driving along a country road when you hear a plea for   help coming from some roadside bushes. You pull over and encounter a man whose legs are covered with blood. The man explains that he has had an accident while hiking and asks you to take him to a nearby hospital. Your initial inclination is to help this man, who will probably lose his leg if he does not get to the hospital soon. However, if you give this man a lift, his blood will ruin the leather upholstery of your car. Is it appropriate for you to leave this man by the side of the road in order to preserve your leather upholstery? ",Why?,AI,26.0,personal_moral,no,277
278,278,278,Grandson,no,"  pills can be dangerous, and even deadly, if not taken as directed. by putting them in his grandmother's tea, the boy was risking making her very sick, or even killing her.","A young boy is visiting his grandmother for the weekend. Usually she gives   him a gift of a few dollars when he arrives, but this time she doesn’t. He asks her why not and she says something about how he doesn’t write her as many letters as he used to. Angered by this, the boy decides to play a trick on her. While his grandmother is busy cooking he removes a handful of pills from the medicine cabinet and puts them in his grandmother’s teapot. Later that night, she makes her tea, and the dissolved pills make her sick. In the morning she is dead. Was it appropriate for this boy to put pills in his grandmother’s teapot in order to play a trick on her? ",Why?,AI,18.0,personal_moral,no,278
279,279,279,Grandson,no,"  putting pills in his grandmother's teapot could have made her very sick, and in this case, it ultimately killed her. that's not a harmless prank; that's potentially deadly.","A young boy is visiting his grandmother for the weekend. Usually she gives   him a gift of a few dollars when he arrives, but this time she doesn’t. He asks her why not and she says something about how he doesn’t write her as many letters as he used to. Angered by this, the boy decides to play a trick on her. While his grandmother is busy cooking he removes a handful of pills from the medicine cabinet and puts them in his grandmother’s teapot. Later that night, she makes her tea, and the dissolved pills make her sick. In the morning she is dead. Was it appropriate for this boy to put pills in his grandmother’s teapot in order to play a trick on her? ",Why?,AI,12.0,personal_moral,no,279
280,280,280,Footbridge,no,i'd be responsible for killing the stranger.,"A runaway trolley is heading down the tracks toward five workmen who will  be killed if the trolley proceeds on its present course. You are on a footbridge over the tracks, in between the approaching trolley and the five workmen. Next to you on this footbridge is a stranger who happens to be very large. The only way to save the lives of the five workmen is to push this stranger off the bridge and onto the tracks below where his large body will stop the trolley. The stranger will die if you do this, but the five workmen will be saved. Is it appropriate for you to push the stranger on to the tracks in order to save the five workmen?",Why?,Human,5f4a5983a08b215d74d2cd99,personal_moral,no,280
281,281,281,Smother for dollars,no,because that could lead to a prison sentence and a guilty conscious for money ,"You are in hospital lounge waiting to visit a sick friend. A young  man sitting next to you explains that his father is very ill. The doctors believe that he has a week to live at most. He explains further that his father has a substantial life insurance policy that expires at midnight. If his father dies before midnight, this young man will receive a very large sum of money. He says that the money would mean a great deal to him and that no good will come from his father's living a few more days. He offers you half a million dollars to go up to his father's room and smother his father with a pillow. Is it appropriate for you to kill this man's father in order to get money for yourself and this young man?",Why?,Human,5ca73fcf7067e70001f7a41f,personal_moral,no,281
282,282,282,Sophie's Choice,yes,one life saved is better than no life saved,"It is wartime and you and your two children, ages eight and five,  are living in a territory that has been occupied by the enemy. At the enemy's headquarters is a doctor who performs painful experiments on humans that inevitably lead to death. He intends to perform experiments on one of your children, but he will allow you to choose which of your children will be experimented upon. You have twenty-four hours to bring one of your children to his laboratory. If you refuse to bring one of your children to his laboratory he will find them both and experiment on both of them. Is it appropriate for you to bring one of your children to the laboratory in order to avoid having them both die?",Why?,Human,613480877420e274a0dd9779,personal_moral,yes,282
283,283,283,Environmental Policy A2,yes,there is more chance death will happen with policy B but at a much lower rate than policy A so i would take the risk to allow less chance of higher amount of deaths than choose policy A.,You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has an 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy B over Policy A?,Why?,Human,5b421b9ac2e3810001763252,impersonal_moral,yes,283
284,284,284,Standard Trolley,yes,better to kill one rather than five,"You are at the wheel of a runaway trolley quickly approaching a fork  in the tracks. On the tracks extending to the left is a group of fi ve railway workmen. On the tracks extending to the right is a single railway workman. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to avoid the deaths of these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the death of the single workman. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?",Why?,Human,638070625c26e262f2163254,impersonal_moral,yes,284
285,285,285,Infanticide,no,you had plenty of options before it got to that point,"You are a fifteen year-old girl who has become pregnant. By wearing loose  clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess you've made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life?",Why?,Human,57a48845eeaf6d00018d62d7,personal_moral,no,285
